TotalResponseTime,type,DurationTimeHist,ResponseTimeHist,InitCost
39.062,remote,27.30400000000001,27.30400000000001,0.0
3.392,remote,2.905,2.905,0.0
4.849,remote,4.388,4.388,0.0
92.293,remote,54.63499999999999,54.63499999999999,0.0
8.927,remote,6.933999999999999,6.933999999999999,0.0
58.33,remote,35.173,35.173,0.0
35.087,remote,20.669999999999995,20.669999999999995,0.0
37.107,remote,22.003999999999998,22.003999999999998,0.0
61.244,remote,46.748,46.748,0.0
6.347,remote,3.853,3.853,0.0
3.725,remote,3.2050000000000005,3.2050000000000005,0.0
52.032,remote,41.229,41.229,0.0
46.067,remote,29.189000000000004,29.189000000000004,0.0
8.693,remote,6.908,6.908,0.0
37.245,remote,25.719999999999995,25.719999999999995,0.0
4.054,remote,2.558,2.558,0.0
50.429,remote,40.17200000000001,40.17200000000001,0.0
7.425,remote,6.325,6.325,0.0
44.607,remote,34.403999999999996,34.403999999999996,0.0
44.236,remote,33.762,33.762,0.0
5.846,remote,5.846,5.846,0.0
47.297,remote,37.332,37.332,0.0
51.061,remote,30.158000000000005,30.158000000000005,0.0
52.251,remote,29.672999999999995,29.672999999999995,0.0
3.727,remote,2.3369999999999997,2.3369999999999997,0.0
48.992,remote,28.575000000000003,28.575000000000003,0.0
12.724,remote,9.265999999999998,9.265999999999998,0.0
53.307,remote,31.495000000000005,31.495000000000005,0.0
50.518,remote,27.71299999999999,27.71299999999999,0.0
12.976,remote,8.252,8.252,0.0
12.006,remote,10.863999999999999,10.863999999999999,0.0
50.532,remote,38.906,38.906,0.0
59.54,remote,38.437999999999995,38.437999999999995,0.0
11.032,remote,10.452,10.452,0.0
9.197,remote,8.229,8.229,0.0
8.172,remote,5.885999999999999,5.885999999999999,0.0
56.375,remote,46.03999999999999,46.03999999999999,0.0
73.157,remote,45.83999999999999,45.83999999999999,0.0
6.029,remote,4.042,4.042,0.0
9.845,remote,6.627,6.627,0.0
7.717,remote,4.4559999999999995,4.4559999999999995,0.0
2.865,remote,2.3840000000000003,2.3840000000000003,0.0
8.3,remote,6.64,6.64,0.0
61.802,remote,43.998999999999995,43.998999999999995,0.0
54.402,remote,33.431000000000004,33.431000000000004,0.0
39.33,remote,20.923000000000002,20.923000000000002,0.0
6.533,remote,4.276,4.276,0.0
3.287,remote,2.7420000000000004,2.7420000000000004,0.0
8.529,remote,6.549,6.549,0.0
47.796,remote,34.974000000000004,34.974000000000004,0.0
58.87,remote,46.050000000000004,46.050000000000004,0.0
44.512,remote,23.697000000000003,23.697000000000003,0.0
7.428,remote,4.962,4.962,0.0
47.598,remote,29.276000000000007,29.276000000000007,0.0
6.594,remote,4.436999999999999,4.436999999999999,0.0
36.869,remote,22.279999999999998,22.279999999999998,0.0
8.921,remote,5.595000000000001,5.595000000000001,0.0
36.279,remote,24.53,24.53,0.0
58.198,remote,45.967000000000006,45.967000000000006,0.0
5.41,remote,3.1700000000000004,3.1700000000000004,0.0
