TotalResponseTime,type,DurationTimeHist,ResponseTimeHist,InitCost
0.302,remote,0.302,0.302,0.0
0.291,remote,0.291,0.291,0.0
0.207,remote,0.207,0.207,0.0
0.299,remote,0.299,0.299,0.0
0.237,remote,0.237,0.237,0.0
0.357,remote,0.357,0.357,0.0
0.222,remote,0.222,0.222,0.0
0.269,remote,0.269,0.269,0.0
0.234,remote,0.234,0.234,0.0
0.265,remote,0.265,0.265,0.0
0.219,remote,0.219,0.219,0.0
0.338,remote,0.338,0.338,0.0
0.221,remote,0.221,0.221,0.0
0.283,remote,0.283,0.283,0.0
0.261,remote,0.261,0.261,0.0
0.223,remote,0.223,0.223,0.0
0.259,remote,0.259,0.259,0.0
0.298,remote,0.298,0.298,0.0
0.286,remote,0.286,0.286,0.0
0.247,remote,0.247,0.247,0.0
0.293,remote,0.293,0.293,0.0
0.255,remote,0.255,0.255,0.0
0.277,remote,0.277,0.277,0.0
0.259,remote,0.259,0.259,0.0
0.29,remote,0.29,0.29,0.0
0.263,remote,0.263,0.263,0.0
0.241,remote,0.241,0.241,0.0
0.28,remote,0.28,0.28,0.0
0.221,remote,0.221,0.221,0.0
0.302,remote,0.302,0.302,0.0
0.293,remote,0.293,0.293,0.0
0.286,remote,0.286,0.286,0.0
0.303,remote,0.303,0.303,0.0
0.283,remote,0.283,0.283,0.0
0.294,remote,0.294,0.294,0.0
0.317,remote,0.317,0.317,0.0
0.272,remote,0.272,0.272,0.0
0.28,remote,0.28,0.28,0.0
0.305,remote,0.305,0.305,0.0
0.283,remote,0.283,0.283,0.0
0.287,remote,0.287,0.287,0.0
0.32,remote,0.32,0.32,0.0
0.314,remote,0.314,0.314,0.0
0.316,remote,0.316,0.316,0.0
0.221,remote,0.221,0.221,0.0
0.283,remote,0.283,0.283,0.0
0.261,remote,0.261,0.261,0.0
0.261,remote,0.261,0.261,0.0
0.292,remote,0.292,0.292,0.0
0.28,remote,0.28,0.28,0.0
0.279,remote,0.279,0.279,0.0
0.323,remote,0.323,0.323,0.0
0.236,remote,0.236,0.236,0.0
0.263,remote,0.263,0.263,0.0
0.281,remote,0.281,0.281,0.0
0.254,remote,0.254,0.254,0.0
0.319,remote,0.319,0.319,0.0
0.376,remote,0.376,0.376,0.0
0.294,remote,0.294,0.294,0.0
0.283,remote,0.283,0.283,0.0
0.319,remote,0.319,0.319,0.0
0.313,remote,0.313,0.313,0.0
0.251,remote,0.251,0.251,0.0
0.325,remote,0.325,0.325,0.0
0.296,remote,0.296,0.296,0.0
0.256,remote,0.256,0.256,0.0
0.309,remote,0.309,0.309,0.0
0.266,remote,0.266,0.266,0.0
0.285,remote,0.285,0.285,0.0
0.269,remote,0.269,0.269,0.0
0.288,remote,0.288,0.288,0.0
0.264,remote,0.264,0.264,0.0
0.287,remote,0.287,0.287,0.0
0.357,remote,0.357,0.357,0.0
0.241,remote,0.241,0.241,0.0
0.275,remote,0.275,0.275,0.0
0.322,remote,0.322,0.322,0.0
0.289,remote,0.289,0.289,0.0
0.267,remote,0.267,0.267,0.0
0.317,remote,0.317,0.317,0.0
0.285,remote,0.285,0.285,0.0
0.235,remote,0.235,0.235,0.0
0.308,remote,0.308,0.308,0.0
0.278,remote,0.278,0.278,0.0
0.32,remote,0.32,0.32,0.0
0.293,remote,0.293,0.293,0.0
0.287,remote,0.287,0.287,0.0
0.278,remote,0.278,0.278,0.0
0.315,remote,0.315,0.315,0.0
0.283,remote,0.283,0.283,0.0
0.274,remote,0.274,0.274,0.0
0.306,remote,0.306,0.306,0.0
0.299,remote,0.299,0.299,0.0
0.295,remote,0.295,0.295,0.0
0.321,remote,0.321,0.321,0.0
0.208,remote,0.208,0.208,0.0
0.299,remote,0.299,0.299,0.0
0.375,remote,0.375,0.375,0.0
0.306,remote,0.306,0.306,0.0
0.221,remote,0.221,0.221,0.0
0.28,remote,0.28,0.28,0.0
0.261,remote,0.261,0.261,0.0
0.3,remote,0.3,0.3,0.0
0.344,remote,0.344,0.344,0.0
0.319,remote,0.319,0.319,0.0
0.304,remote,0.304,0.304,0.0
0.335,remote,0.335,0.335,0.0
0.319,remote,0.319,0.319,0.0
0.22,remote,0.22,0.22,0.0
0.281,remote,0.281,0.281,0.0
0.307,remote,0.307,0.307,0.0
0.22,remote,0.22,0.22,0.0
0.278,remote,0.278,0.278,0.0
0.256,remote,0.256,0.256,0.0
0.288,remote,0.288,0.288,0.0
0.319,remote,0.319,0.319,0.0
0.281,remote,0.281,0.281,0.0
0.265,remote,0.265,0.265,0.0
0.294,remote,0.294,0.294,0.0
0.261,remote,0.261,0.261,0.0
0.283,remote,0.283,0.283,0.0
0.327,remote,0.327,0.327,0.0
0.271,remote,0.271,0.271,0.0
0.25,remote,0.25,0.25,0.0
0.321,remote,0.321,0.321,0.0
0.26,remote,0.26,0.26,0.0
0.276,remote,0.276,0.276,0.0
0.287,remote,0.287,0.287,0.0
0.3,remote,0.3,0.3,0.0
0.275,remote,0.275,0.275,0.0
0.421,remote,0.421,0.421,0.0
