TotalResponseTime,type,DurationTimeHist,ResponseTimeHist,InitCost
17.342,remote,12.176999999999998,12.176999999999998,0.0
2.338,remote,1.8780000000000001,1.8780000000000001,0.0
10.764,remote,7.253000000000001,7.253000000000001,0.0
2.561,remote,2.5620000000000003,2.5620000000000003,0.0
31.811,remote,21.568,21.568,0.0
21.669,remote,20.061,20.061,0.0
2.21,remote,2.21,2.21,0.0
19.71,remote,15.576,15.576,0.0
1.503,remote,1.5030000000000001,1.5030000000000001,0.0
19.532,remote,19.528000000000006,19.528000000000006,0.0
3.896,remote,3.896,3.896,0.0
1.835,remote,1.377,1.377,0.0
26.029,remote,21.907,21.907,0.0
1.894,remote,1.4460000000000002,1.4460000000000002,0.0
15.064,remote,12.147000000000002,12.147000000000002,0.0
7.735,remote,5.4990000000000006,5.4990000000000006,0.0
10.334,remote,7.222,7.222,0.0
22.278,remote,17.614,17.614,0.0
8.234,remote,8.232999999999999,8.232999999999999,0.0
32.332,remote,25.65500000000001,25.65500000000001,0.0
1.259,remote,1.26,1.26,0.0
26.73,remote,17.569999999999997,17.569999999999997,0.0
25.738,remote,21.221,21.221,0.0
1.048,remote,0.524,0.524,0.0
27.878,remote,25.189999999999998,25.189999999999998,0.0
20.718,remote,18.898000000000003,18.898000000000003,0.0
29.075,remote,25.883999999999997,25.883999999999997,0.0
31.09,remote,25.310000000000006,25.310000000000006,0.0
33.39,remote,26.753999999999998,26.753999999999998,0.0
1.877,remote,1.877,1.877,0.0
11.557,remote,11.069,11.069,0.0
30.473,remote,19.930000000000003,19.930000000000003,0.0
24.233,remote,16.34,16.34,0.0
36.67,remote,31.023000000000003,31.023000000000003,0.0
4.676,remote,2.779,2.779,0.0
3.692,remote,2.6580000000000004,2.6580000000000004,0.0
6.732,remote,5.649,5.649,0.0
0.5,remote,0.5,0.5,0.0
15.194,remote,13.329999999999998,13.329999999999998,0.0
0.913,remote,0.913,0.913,0.0
7.964,remote,5.635,5.635,0.0
13.797,remote,12.014000000000003,12.014000000000003,0.0
7.251,remote,6.209,6.209,0.0
0.639,remote,0.639,0.639,0.0
16.25,remote,10.145999999999999,10.145999999999999,0.0
19.165,remote,16.553,16.553,0.0
2.546,remote,2.547,2.547,0.0
4.905,remote,4.453,4.453,0.0
9.959,remote,5.827,5.827,0.0
1.634,remote,1.224,1.224,0.0
2.676,remote,2.675,2.675,0.0
21.133,remote,19.766000000000002,19.766000000000002,0.0
15.954,remote,12.848999999999998,12.848999999999998,0.0
11.514,remote,10.348,10.348,0.0
1.704,remote,1.282,1.282,0.0
29.48,remote,21.645999999999997,21.645999999999997,0.0
2.862,remote,2.4650000000000003,2.4650000000000003,0.0
0.671,remote,0.671,0.671,0.0
9.468,remote,7.07,7.07,0.0
6.441,remote,5.586,5.586,0.0
4.297,remote,3.2150000000000003,3.2150000000000003,0.0
12.936,remote,10.884,10.884,0.0
11.939,remote,10.369000000000003,10.369000000000003,0.0
18.684,remote,14.081999999999999,14.081999999999999,0.0
6.987,remote,4.676,4.676,0.0
3.074,remote,2.0300000000000002,2.0300000000000002,0.0
4.992,remote,3.327,3.327,0.0
3.913,remote,3.0180000000000002,3.0180000000000002,0.0
1.023,remote,1.0230000000000001,1.0230000000000001,0.0
26.818,remote,18.396,18.396,0.0
5.526,remote,3.888,3.888,0.0
1.207,remote,1.206,1.206,0.0
10.353,remote,9.715,9.715,0.0
3.021,remote,2.0140000000000002,2.0140000000000002,0.0
11.91,remote,9.297,9.297,0.0
20.832,remote,17.695000000000004,17.695000000000004,0.0
18.431,remote,13.486999999999998,13.486999999999998,0.0
16.677,remote,13.305999999999996,13.305999999999996,0.0
12.865,remote,9.911000000000001,9.911000000000001,0.0
3.681,remote,3.6810000000000005,3.6810000000000005,0.0
1.495,remote,1.495,1.495,0.0
3.479,remote,2.885,2.885,0.0
2.664,remote,1.792,1.792,0.0
19.933,remote,16.282,16.282,0.0
20.842,remote,17.578999999999997,17.578999999999997,0.0
16.324,remote,12.131,12.131,0.0
8.6,remote,4.013,4.013,0.0
1.261,remote,1.2610000000000001,1.2610000000000001,0.0
3.087,remote,3.0860000000000003,3.0860000000000003,0.0
13.634,remote,9.291,9.291,0.0
0.742,remote,0.742,0.742,0.0
1.041,remote,1.041,1.041,0.0
2.169,remote,2.169,2.169,0.0
6.955,remote,6.35,6.35,0.0
3.541,remote,3.0420000000000003,3.0420000000000003,0.0
4.825,remote,2.9050000000000002,2.9050000000000002,0.0
22.748,remote,18.292,18.292,0.0
5.883,remote,4.814,4.814,0.0
5.124,remote,4.064,4.064,0.0
10.14,remote,7.198,7.198,0.0
13.999,remote,9.872,9.872,0.0
3.727,remote,2.644,2.644,0.0
24.295,remote,20.554,20.554,0.0
1.055,remote,1.056,1.056,0.0
26.144,remote,23.535999999999994,23.535999999999994,0.0
2.815,remote,2.353,2.353,0.0
9.582,remote,8.424999999999999,8.424999999999999,0.0
10.585,remote,9.55,9.55,0.0
29.352,remote,26.227,26.227,0.0
16.612,remote,12.859,12.859,0.0
8.834,remote,6.672000000000001,6.672000000000001,0.0
12.745,remote,10.109,10.109,0.0
17.799,remote,15.357999999999999,15.357999999999999,0.0
3.509,remote,3.5090000000000003,3.5090000000000003,0.0
1.6,remote,1.0670000000000002,1.0670000000000002,0.0
12.056,remote,9.801,9.801,0.0
8.754,remote,4.974,4.974,0.0
15.235,remote,15.235999999999999,15.235999999999999,0.0
15.705,remote,10.766,10.766,0.0
22.816,remote,15.938999999999997,15.938999999999997,0.0
2.0,remote,1.5030000000000001,1.5030000000000001,0.0
