TotalResponseTime,type,DurationTimeHist,ResponseTimeHist,InitCost
1.548,remote,1.5470000000000002,1.5470000000000002,0.0
3.959,remote,2.64,2.64,0.0
5.576,remote,4.564,4.564,0.0
11.223,remote,9.227,9.227,0.0
10.392,remote,6.335,6.335,0.0
17.593,remote,15.033,15.033,0.0
4.168,remote,2.7849999999999997,2.7849999999999997,0.0
3.265,remote,2.1660000000000004,2.1660000000000004,0.0
0.94,remote,0.94,0.94,0.0
2.916,remote,2.9160000000000004,2.9160000000000004,0.0
11.153,remote,6.688000000000001,6.688000000000001,0.0
11.532,remote,7.672,7.672,0.0
3.824,remote,2.3760000000000003,2.3760000000000003,0.0
11.42,remote,7.847000000000001,7.847000000000001,0.0
7.757,remote,5.548,5.548,0.0
4.089,remote,3.194,3.194,0.0
2.318,remote,2.318,2.318,0.0
15.271,remote,13.652000000000001,13.652000000000001,0.0
2.833,remote,2.266,2.266,0.0
0.829,remote,0.829,0.829,0.0
2.621,remote,1.738,1.738,0.0
10.101,remote,7.287,7.287,0.0
1.019,remote,1.0190000000000001,1.0190000000000001,0.0
8.954,remote,6.135,6.135,0.0
2.625,remote,2.1839999999999997,2.1839999999999997,0.0
1.332,remote,1.332,1.332,0.0
5.32,remote,2.9429999999999996,2.9429999999999996,0.0
1.08,remote,1.0790000000000002,1.0790000000000002,0.0
1.068,remote,1.069,1.069,0.0
6.567,remote,6.566000000000001,6.566000000000001,0.0
11.376,remote,9.227,9.227,0.0
1.499,remote,1.4980000000000002,1.4980000000000002,0.0
9.972,remote,9.43,9.43,0.0
13.857,remote,10.546999999999999,10.546999999999999,0.0
2.939,remote,2.475,2.475,0.0
12.649,remote,9.094,9.094,0.0
13.084,remote,8.164,8.164,0.0
0.681,remote,0.681,0.681,0.0
13.962,remote,12.388000000000002,12.388000000000002,0.0
18.568,remote,12.761999999999999,12.761999999999999,0.0
4.969,remote,4.968999999999999,4.968999999999999,0.0
11.682,remote,6.223,6.223,0.0
8.034,remote,5.732000000000001,5.732000000000001,0.0
4.121,remote,4.121,4.121,0.0
9.423,remote,6.668999999999999,6.668999999999999,0.0
9.226,remote,6.361,6.361,0.0
6.51,remote,4.353,4.353,0.0
0.704,remote,0.704,0.704,0.0
6.23,remote,4.339,4.339,0.0
0.755,remote,0.755,0.755,0.0
0.623,remote,0.623,0.623,0.0
15.525,remote,9.847999999999999,9.847999999999999,0.0
1.148,remote,1.1480000000000001,1.1480000000000001,0.0
10.265,remote,8.218,8.218,0.0
1.098,remote,1.097,1.097,0.0
9.751,remote,7.2299999999999995,7.2299999999999995,0.0
4.068,remote,3.1109999999999998,3.1109999999999998,0.0
1.654,remote,1.653,1.653,0.0
3.054,remote,3.055,3.055,0.0
6.065,remote,4.406,4.406,0.0
8.704,remote,6.154,6.154,0.0
0.525,remote,0.525,0.525,0.0
8.334,remote,7.615,7.615,0.0
8.255,remote,6.472,6.472,0.0
4.691,remote,4.691,4.691,0.0
3.704,remote,3.098,3.098,0.0
17.169,remote,15.629999999999999,15.629999999999999,0.0
0.943,remote,0.9430000000000001,0.9430000000000001,0.0
7.309,remote,5.047000000000001,5.047000000000001,0.0
8.438,remote,6.309,6.309,0.0
6.693,remote,4.352,4.352,0.0
3.218,remote,2.152,2.152,0.0
0.441,remote,0.441,0.441,0.0
