TotalResponseTime,type,DurationTimeHist,ResponseTimeHist,InitCost
0.287,remote,0.287,0.287,0.0
0.263,remote,0.263,0.263,0.0
0.309,remote,0.309,0.309,0.0
0.239,remote,0.239,0.239,0.0
0.284,remote,0.284,0.284,0.0
0.299,remote,0.299,0.299,0.0
0.294,remote,0.294,0.294,0.0
0.268,remote,0.268,0.268,0.0
0.249,remote,0.249,0.249,0.0
0.307,remote,0.307,0.307,0.0
0.324,remote,0.324,0.324,0.0
0.319,remote,0.319,0.319,0.0
0.33,remote,0.33,0.33,0.0
0.299,remote,0.299,0.299,0.0
0.351,remote,0.351,0.351,0.0
0.325,remote,0.325,0.325,0.0
0.23,remote,0.23,0.23,0.0
0.286,remote,0.286,0.286,0.0
0.328,remote,0.328,0.328,0.0
0.308,remote,0.308,0.308,0.0
0.34,remote,0.34,0.34,0.0
0.331,remote,0.331,0.331,0.0
0.284,remote,0.284,0.284,0.0
0.327,remote,0.327,0.327,0.0
0.231,remote,0.231,0.231,0.0
0.334,remote,0.334,0.334,0.0
0.296,remote,0.296,0.296,0.0
0.258,remote,0.258,0.258,0.0
0.247,remote,0.247,0.247,0.0
0.264,remote,0.264,0.264,0.0
0.323,remote,0.323,0.323,0.0
0.345,remote,0.345,0.345,0.0
0.238,remote,0.238,0.238,0.0
0.25,remote,0.25,0.25,0.0
0.23,remote,0.23,0.23,0.0
0.341,remote,0.341,0.341,0.0
0.241,remote,0.241,0.241,0.0
0.279,remote,0.279,0.279,0.0
0.259,remote,0.259,0.259,0.0
0.293,remote,0.293,0.293,0.0
0.315,remote,0.315,0.315,0.0
0.285,remote,0.285,0.285,0.0
0.278,remote,0.278,0.278,0.0
0.258,remote,0.258,0.258,0.0
0.319,remote,0.319,0.319,0.0
0.255,remote,0.255,0.255,0.0
0.329,remote,0.329,0.329,0.0
0.204,remote,0.204,0.204,0.0
0.21,remote,0.21,0.21,0.0
0.276,remote,0.276,0.276,0.0
0.283,remote,0.283,0.283,0.0
0.311,remote,0.311,0.311,0.0
0.234,remote,0.234,0.234,0.0
0.298,remote,0.298,0.298,0.0
0.264,remote,0.264,0.264,0.0
0.287,remote,0.287,0.287,0.0
0.309,remote,0.309,0.309,0.0
0.252,remote,0.252,0.252,0.0
0.286,remote,0.286,0.286,0.0
0.292,remote,0.292,0.292,0.0
0.288,remote,0.288,0.288,0.0
0.248,remote,0.248,0.248,0.0
0.227,remote,0.227,0.227,0.0
0.216,remote,0.216,0.216,0.0
0.386,remote,0.386,0.386,0.0
0.283,remote,0.283,0.283,0.0
0.351,remote,0.351,0.351,0.0
0.311,remote,0.311,0.311,0.0
0.279,remote,0.279,0.279,0.0
0.245,remote,0.245,0.245,0.0
0.324,remote,0.324,0.324,0.0
0.283,remote,0.283,0.283,0.0
0.253,remote,0.253,0.253,0.0
0.286,remote,0.286,0.286,0.0
0.27,remote,0.27,0.27,0.0
0.299,remote,0.299,0.299,0.0
0.279,remote,0.279,0.279,0.0
0.241,remote,0.241,0.241,0.0
0.307,remote,0.307,0.307,0.0
0.298,remote,0.298,0.298,0.0
0.338,remote,0.338,0.338,0.0
0.236,remote,0.236,0.236,0.0
0.299,remote,0.299,0.299,0.0
0.263,remote,0.263,0.263,0.0
0.342,remote,0.342,0.342,0.0
0.247,remote,0.247,0.247,0.0
0.298,remote,0.298,0.298,0.0
0.268,remote,0.268,0.268,0.0
0.281,remote,0.281,0.281,0.0
0.354,remote,0.354,0.354,0.0
0.265,remote,0.265,0.265,0.0
0.244,remote,0.244,0.244,0.0
0.28,remote,0.28,0.28,0.0
0.224,remote,0.224,0.224,0.0
0.266,remote,0.266,0.266,0.0
0.307,remote,0.307,0.307,0.0
0.299,remote,0.299,0.299,0.0
0.269,remote,0.269,0.269,0.0
0.319,remote,0.319,0.319,0.0
0.317,remote,0.317,0.317,0.0
0.324,remote,0.324,0.324,0.0
0.317,remote,0.317,0.317,0.0
0.272,remote,0.272,0.272,0.0
0.251,remote,0.251,0.251,0.0
0.239,remote,0.239,0.239,0.0
0.284,remote,0.284,0.284,0.0
0.224,remote,0.224,0.224,0.0
0.259,remote,0.259,0.259,0.0
0.317,remote,0.317,0.317,0.0
0.286,remote,0.286,0.286,0.0
0.227,remote,0.227,0.227,0.0
0.308,remote,0.308,0.308,0.0
0.219,remote,0.219,0.219,0.0
0.308,remote,0.308,0.308,0.0
