TotalResponseTime,type,DurationTimeHist,ResponseTimeHist,InitCost
12.706,remote,8.642000000000001,8.642000000000001,0.0
1.212,remote,0.726,0.726,0.0
6.042,remote,3.855,3.855,0.0
1.232,remote,0.9239999999999999,0.9239999999999999,0.0
16.28,remote,11.056,11.056,0.0
13.345,remote,10.172,10.172,0.0
1.434,remote,1.435,1.435,0.0
10.432,remote,6.574999999999998,6.574999999999998,0.0
1.553,remote,1.0230000000000001,1.0230000000000001,0.0
11.617,remote,8.783000000000001,8.783000000000001,0.0
1.829,remote,1.33,1.33,0.0
1.167,remote,0.583,0.583,0.0
13.935,remote,8.288,8.288,0.0
1.037,remote,1.037,1.037,0.0
10.779,remote,8.512,8.512,0.0
4.412,remote,1.879,1.879,0.0
7.936,remote,4.666,4.666,0.0
16.438,remote,12.736000000000002,12.736000000000002,0.0
3.932,remote,3.6609999999999996,3.6609999999999996,0.0
12.419,remote,7.228000000000001,7.228000000000001,0.0
0.771,remote,0.515,0.515,0.0
18.294,remote,13.852999999999998,13.852999999999998,0.0
20.788,remote,14.962,14.962,0.0
0.48,remote,0.48,0.48,0.0
15.301,remote,9.471,9.471,0.0
13.586,remote,8.029000000000002,8.029000000000002,0.0
11.818,remote,7.649,7.649,0.0
13.595,remote,9.231999999999996,9.231999999999996,0.0
21.275,remote,11.636999999999997,11.636999999999997,0.0
1.11,remote,0.555,0.555,0.0
6.062,remote,4.261,4.261,0.0
13.703,remote,6.2589999999999995,6.2589999999999995,0.0
14.034,remote,8.533,8.533,0.0
22.606,remote,15.515000000000004,15.515000000000004,0.0
3.138,remote,2.2209999999999996,2.2209999999999996,0.0
2.121,remote,0.909,0.909,0.0
3.261,remote,1.36,1.36,0.0
1.065,remote,1.065,1.065,0.0
8.218,remote,4.9830000000000005,4.9830000000000005,0.0
0.604,remote,0.603,0.603,0.0
4.363,remote,2.3069999999999995,2.3069999999999995,0.0
9.608,remote,4.711,4.711,0.0
5.582,remote,3.963,3.963,0.0
0.461,remote,0.461,0.461,0.0
11.336,remote,7.257999999999999,7.257999999999999,0.0
11.327,remote,7.448999999999999,7.448999999999999,0.0
1.349,remote,1.006,1.006,0.0
3.037,remote,2.395,2.395,0.0
5.898,remote,3.505,3.505,0.0
1.175,remote,1.174,1.174,0.0
1.763,remote,1.7639999999999998,1.7639999999999998,0.0
12.478,remote,10.494,10.494,0.0
8.223,remote,5.845,5.845,0.0
8.063,remote,5.590000000000001,5.590000000000001,0.0
1.33,remote,0.9910000000000001,0.9910000000000001,0.0
18.843,remote,8.668,8.668,0.0
1.546,remote,0.882,0.882,0.0
0.407,remote,0.407,0.407,0.0
7.284,remote,6.126,6.126,0.0
3.42,remote,1.9380000000000002,1.9380000000000002,0.0
2.082,remote,1.042,1.042,0.0
7.59,remote,5.960999999999999,5.960999999999999,0.0
6.822,remote,4.547,4.547,0.0
10.876,remote,7.811,7.811,0.0
3.312,remote,2.5780000000000003,2.5780000000000003,0.0
1.74,remote,1.4440000000000002,1.4440000000000002,0.0
2.62,remote,1.4549999999999998,1.4549999999999998,0.0
2.669,remote,2.114,2.114,0.0
0.509,remote,0.509,0.509,0.0
19.306,remote,14.77,14.77,0.0
3.177,remote,2.27,2.27,0.0
0.574,remote,0.5740000000000001,0.5740000000000001,0.0
6.798,remote,4.7540000000000004,4.7540000000000004,0.0
1.554,remote,1.022,1.022,0.0
8.113,remote,4.644000000000001,4.644000000000001,0.0
12.737,remote,10.091999999999999,10.091999999999999,0.0
9.365,remote,4.755999999999999,4.755999999999999,0.0
10.043,remote,7.732,7.732,0.0
8.0,remote,4.353000000000001,4.353000000000001,0.0
2.29,remote,2.292,2.292,0.0
0.939,remote,0.627,0.627,0.0
1.36,remote,0.693,0.693,0.0
1.882,remote,0.9570000000000001,0.9570000000000001,0.0
10.102,remote,7.142000000000002,7.142000000000002,0.0
11.402,remote,6.661999999999999,6.661999999999999,0.0
8.613,remote,5.5409999999999995,5.5409999999999995,0.0
4.176,remote,1.93,1.93,0.0
0.62,remote,0.31,0.31,0.0
1.449,remote,1.179,1.179,0.0
6.113,remote,3.717,3.717,0.0
0.574,remote,0.574,0.574,0.0
0.394,remote,0.197,0.197,0.0
1.331,remote,0.666,0.666,0.0
3.636,remote,1.959,1.959,0.0
1.443,remote,0.841,0.841,0.0
3.345,remote,1.672,1.672,0.0
11.021,remote,6.952000000000001,6.952000000000001,0.0
3.367,remote,3.088,3.088,0.0
3.115,remote,2.492,2.492,0.0
5.734,remote,3.0720000000000005,3.0720000000000005,0.0
7.983,remote,5.739,5.739,0.0
2.026,remote,1.456,1.456,0.0
14.31,remote,8.830000000000002,8.830000000000002,0.0
0.493,remote,0.493,0.493,0.0
19.495,remote,13.178999999999997,13.178999999999997,0.0
1.25,remote,0.624,0.624,0.0
5.328,remote,2.1109999999999998,2.1109999999999998,0.0
7.14,remote,5.505000000000001,5.505000000000001,0.0
15.639,remote,11.138999999999998,11.138999999999998,0.0
6.409,remote,3.3400000000000003,3.3400000000000003,0.0
5.57,remote,2.746,2.746,0.0
9.823,remote,6.361000000000001,6.361000000000001,0.0
8.84,remote,5.3020000000000005,5.3020000000000005,0.0
2.14,remote,2.14,2.14,0.0
0.926,remote,0.617,0.617,0.0
8.32,remote,4.544,4.544,0.0
6.069,remote,3.7840000000000003,3.7840000000000003,0.0
10.007,remote,8.835,8.835,0.0
7.524,remote,5.848000000000001,5.848000000000001,0.0
13.76,remote,8.993,8.993,0.0
1.278,remote,1.276,1.276,0.0
0.689,remote,0.459,0.459,0.0
1.166,remote,1.166,1.166,0.0
7.819,remote,5.125,5.125,0.0
7.988,remote,4.689,4.689,0.0
0.692,remote,0.461,0.461,0.0
3.412,remote,1.725,1.725,0.0
14.454,remote,9.016,9.016,0.0
2.861,remote,1.455,1.455,0.0
5.274,remote,2.997,2.997,0.0
0.586,remote,0.5860000000000001,0.5860000000000001,0.0
12.152,remote,9.171999999999999,9.171999999999999,0.0
11.735,remote,9.062,9.062,0.0
4.974,remote,3.449,3.449,0.0
3.286,remote,2.93,2.93,0.0
0.432,remote,0.216,0.216,0.0
6.803,remote,3.857,3.857,0.0
3.457,remote,1.382,1.382,0.0
14.714,remote,7.103000000000001,7.103000000000001,0.0
4.732,remote,3.5039999999999996,3.5039999999999996,0.0
0.875,remote,0.875,0.875,0.0
12.417,remote,8.385,8.385,0.0
17.076,remote,11.924000000000001,11.924000000000001,0.0
11.635,remote,6.557000000000001,6.557000000000001,0.0
8.965,remote,5.82,5.82,0.0
1.136,remote,0.8519999999999999,0.8519999999999999,0.0
0.486,remote,0.486,0.486,0.0
4.139,remote,2.613,2.613,0.0
5.47,remote,2.872,2.872,0.0
13.084,remote,10.922,10.922,0.0
3.784,remote,2.43,2.43,0.0
10.685,remote,6.350999999999998,6.350999999999998,0.0
7.332,remote,5.712,5.712,0.0
2.951,remote,1.4489999999999998,1.4489999999999998,0.0
10.0,remote,6.064,6.064,0.0
18.743,remote,14.119999999999997,14.119999999999997,0.0
14.136,remote,8.193000000000001,8.193000000000001,0.0
18.247,remote,11.507000000000001,11.507000000000001,0.0
20.367,remote,12.818999999999999,12.818999999999999,0.0
1.006,remote,1.006,1.006,0.0
21.665,remote,18.492000000000004,18.492000000000004,0.0
16.04,remote,12.410000000000004,12.410000000000004,0.0
8.141,remote,6.105,6.105,0.0
20.398,remote,17.291000000000004,17.291000000000004,0.0
2.542,remote,1.402,1.402,0.0
1.32,remote,0.99,0.99,0.0
17.365,remote,7.406,7.406,0.0
3.085,remote,1.369,1.369,0.0
0.74,remote,0.74,0.74,0.0
11.252,remote,9.657,9.657,0.0
3.872,remote,1.9349999999999998,1.9349999999999998,0.0
11.328,remote,6.999000000000001,6.999000000000001,0.0
5.542,remote,3.5000000000000004,3.5000000000000004,0.0
12.667,remote,10.219,10.219,0.0
6.568,remote,3.3449999999999998,3.3449999999999998,0.0
11.739,remote,8.159,8.159,0.0
8.061,remote,5.0409999999999995,5.0409999999999995,0.0
0.73,remote,0.487,0.487,0.0
9.344,remote,6.522000000000001,6.522000000000001,0.0
0.746,remote,0.497,0.497,0.0
1.634,remote,1.3110000000000002,1.3110000000000002,0.0
0.517,remote,0.517,0.517,0.0
6.738,remote,3.227,3.227,0.0
0.752,remote,0.501,0.501,0.0
14.774,remote,9.671,9.671,0.0
1.266,remote,0.948,0.948,0.0
8.534,remote,5.455,5.455,0.0
5.909,remote,3.947,3.947,0.0
6.737,remote,5.870000000000001,5.870000000000001,0.0
0.8,remote,0.799,0.799,0.0
14.733,remote,10.348,10.348,0.0
11.907,remote,5.939,5.939,0.0
2.759,remote,2.034,2.034,0.0
14.998,remote,9.886,9.886,0.0
5.181,remote,2.9829999999999997,2.9829999999999997,0.0
18.331,remote,10.941,10.941,0.0
18.184,remote,11.922000000000002,11.922000000000002,0.0
2.142,remote,1.218,1.218,0.0
4.069,remote,1.865,1.865,0.0
0.335,remote,0.335,0.335,0.0
16.911,remote,9.317,9.317,0.0
11.84,remote,8.948,8.948,0.0
1.897,remote,1.567,1.567,0.0
0.902,remote,0.902,0.902,0.0
0.593,remote,0.593,0.593,0.0
6.185,remote,4.404,4.404,0.0
3.759,remote,2.1910000000000003,2.1910000000000003,0.0
17.615,remote,12.604999999999999,12.604999999999999,0.0
16.377,remote,7.821000000000001,7.821000000000001,0.0
18.779,remote,11.811,11.811,0.0
2.068,remote,1.522,1.522,0.0
5.826,remote,3.9560000000000004,3.9560000000000004,0.0
3.216,remote,2.126,2.126,0.0
1.898,remote,1.58,1.58,0.0
20.128,remote,14.291000000000002,14.291000000000002,0.0
6.884,remote,3.3009999999999997,3.3009999999999997,0.0
0.654,remote,0.654,0.654,0.0
2.646,remote,1.324,1.324,0.0
16.982,remote,8.774000000000001,8.774000000000001,0.0
7.075,remote,4.743,4.743,0.0
4.639,remote,3.61,3.61,0.0
1.38,remote,0.8300000000000001,0.8300000000000001,0.0
7.543,remote,5.140999999999999,5.140999999999999,0.0
0.742,remote,0.742,0.742,0.0
2.503,remote,2.202,2.202,0.0
0.272,remote,0.272,0.272,0.0
10.479,remote,7.078000000000001,7.078000000000001,0.0
5.341,remote,5.340999999999999,5.340999999999999,0.0
3.21,remote,2.1380000000000003,2.1380000000000003,0.0
15.277,remote,12.473,12.473,0.0
18.622,remote,13.117000000000004,13.117000000000004,0.0
14.165,remote,8.559999999999999,8.559999999999999,0.0
11.595,remote,6.733999999999999,6.733999999999999,0.0
1.636,remote,1.306,1.306,0.0
4.374,remote,2.7439999999999998,2.7439999999999998,0.0
0.922,remote,0.9219999999999999,0.9219999999999999,0.0
0.407,remote,0.407,0.407,0.0
6.037,remote,4.752999999999999,4.752999999999999,0.0
17.928,remote,12.588000000000001,12.588000000000001,0.0
16.942,remote,10.458,10.458,0.0
0.618,remote,0.618,0.618,0.0
