TotalResponseTime,type,DurationTimeHist,ResponseTimeHist,InitCost
3.148,AWS::DynamoDB::Table,3.1479999999999997,3.1479999999999997,0.0
5.342,AWS::DynamoDB::Table,5.344,5.344,0.0
5.436,AWS::DynamoDB::Table,5.435,5.435,0.0
5.428,AWS::DynamoDB::Table,5.428999999999999,5.428999999999999,0.0
6.442,AWS::DynamoDB::Table,6.441000000000001,6.441000000000001,0.0
5.5,AWS::DynamoDB::Table,5.501,5.501,0.0
5.971,AWS::DynamoDB::Table,5.9719999999999995,5.9719999999999995,0.0
4.502,AWS::DynamoDB::Table,4.500000000000001,4.500000000000001,0.0
6.785,AWS::DynamoDB::Table,6.785,6.785,0.0
6.355,AWS::DynamoDB::Table,6.353999999999999,6.353999999999999,0.0
6.773,AWS::DynamoDB::Table,6.773,6.773,0.0
3.484,AWS::DynamoDB::Table,3.4839999999999995,3.4839999999999995,0.0
5.757,AWS::DynamoDB::Table,5.758,5.758,0.0
5.597,AWS::DynamoDB::Table,4.855,4.855,0.0
6.041,AWS::DynamoDB::Table,5.962,5.962,0.0
5.549,AWS::DynamoDB::Table,5.547,5.547,0.0
5.562,AWS::DynamoDB::Table,5.561999999999999,5.561999999999999,0.0
6.085,AWS::DynamoDB::Table,6.0840000000000005,6.0840000000000005,0.0
6.068,AWS::DynamoDB::Table,6.069,6.069,0.0
5.862,AWS::DynamoDB::Table,5.862000000000001,5.862000000000001,0.0
4.257,AWS::DynamoDB::Table,4.258,4.258,0.0
5.42,AWS::DynamoDB::Table,5.42,5.42,0.0
5.288,AWS::DynamoDB::Table,5.289,5.289,0.0
5.227,AWS::DynamoDB::Table,5.226,5.226,0.0
3.542,AWS::DynamoDB::Table,3.542,3.542,0.0
6.194,AWS::DynamoDB::Table,6.193999999999999,6.193999999999999,0.0
5.78,AWS::DynamoDB::Table,5.781,5.781,0.0
5.047,AWS::DynamoDB::Table,5.047,5.047,0.0
4.902,AWS::DynamoDB::Table,4.902,4.902,0.0
5.058,AWS::DynamoDB::Table,4.803999999999999,4.803999999999999,0.0
3.369,AWS::DynamoDB::Table,3.37,3.37,0.0
4.806,AWS::DynamoDB::Table,4.805999999999999,4.805999999999999,0.0
6.28,AWS::DynamoDB::Table,6.279,6.279,0.0
4.364,AWS::DynamoDB::Table,4.363999999999999,4.363999999999999,0.0
6.107,AWS::DynamoDB::Table,6.066000000000001,6.066000000000001,0.0
5.862,AWS::DynamoDB::Table,5.864,5.864,0.0
5.474,AWS::DynamoDB::Table,5.475999999999999,5.475999999999999,0.0
6.156,AWS::DynamoDB::Table,6.156,6.156,0.0
5.786,AWS::DynamoDB::Table,5.786,5.786,0.0
5.847,AWS::DynamoDB::Table,5.846999999999999,5.846999999999999,0.0
6.258,AWS::DynamoDB::Table,6.258,6.258,0.0
6.485,AWS::DynamoDB::Table,6.484,6.484,0.0
4.805,AWS::DynamoDB::Table,4.806000000000001,4.806000000000001,0.0
4.54,AWS::DynamoDB::Table,4.54,4.54,0.0
6.279,AWS::DynamoDB::Table,6.279,6.279,0.0
5.383,AWS::DynamoDB::Table,5.382999999999999,5.382999999999999,0.0
5.647,AWS::DynamoDB::Table,5.647,5.647,0.0
5.959,AWS::DynamoDB::Table,5.961,5.961,0.0
5.993,AWS::DynamoDB::Table,5.994000000000001,5.994000000000001,0.0
6.592,AWS::DynamoDB::Table,6.593,6.593,0.0
3.922,AWS::DynamoDB::Table,3.9219999999999997,3.9219999999999997,0.0
4.897,AWS::DynamoDB::Table,4.897,4.897,0.0
10.756,AWS::DynamoDB::Table,10.756,10.756,0.0
5.198,AWS::DynamoDB::Table,5.1979999999999995,5.1979999999999995,0.0
5.402,AWS::DynamoDB::Table,5.402,5.402,0.0
6.49,AWS::DynamoDB::Table,6.489000000000001,6.489000000000001,0.0
5.29,AWS::DynamoDB::Table,5.289000000000001,5.289000000000001,0.0
5.707,AWS::DynamoDB::Table,4.7059999999999995,4.7059999999999995,0.0
5.996,AWS::DynamoDB::Table,5.896000000000001,5.896000000000001,0.0
6.099,AWS::DynamoDB::Table,6.098,6.098,0.0
5.699,AWS::DynamoDB::Table,5.699999999999999,5.699999999999999,0.0
2.242,AWS::DynamoDB::Table,2.2409999999999997,2.2409999999999997,0.0
2.283,AWS::DynamoDB::Table,2.282,2.282,0.0
4.1,AWS::DynamoDB::Table,4.1,4.1,0.0
5.762,AWS::DynamoDB::Table,4.661,4.661,0.0
5.935,AWS::DynamoDB::Table,5.936,5.936,0.0
4.888,AWS::DynamoDB::Table,4.888,4.888,0.0
6.056,AWS::DynamoDB::Table,6.055999999999999,6.055999999999999,0.0
4.962,AWS::DynamoDB::Table,4.962999999999999,4.962999999999999,0.0
5.906,AWS::DynamoDB::Table,5.906000000000001,5.906000000000001,0.0
5.49,AWS::DynamoDB::Table,5.489,5.489,0.0
7.008,AWS::DynamoDB::Table,7.0089999999999995,7.0089999999999995,0.0
5.214,AWS::DynamoDB::Table,5.214,5.214,0.0
6.24,AWS::DynamoDB::Table,6.242999999999999,6.242999999999999,0.0
5.663,AWS::DynamoDB::Table,5.662,5.662,0.0
6.734,AWS::DynamoDB::Table,6.734999999999999,6.734999999999999,0.0
6.232,AWS::DynamoDB::Table,6.231999999999999,6.231999999999999,0.0
4.692,AWS::DynamoDB::Table,4.693,4.693,0.0
4.72,AWS::DynamoDB::Table,4.5569999999999995,4.5569999999999995,0.0
4.615,AWS::DynamoDB::Table,4.616,4.616,0.0
6.04,AWS::DynamoDB::Table,6.04,6.04,0.0
3.838,AWS::DynamoDB::Table,3.837,3.837,0.0
5.494,AWS::DynamoDB::Table,4.734000000000001,4.734000000000001,0.0
5.941,AWS::DynamoDB::Table,5.94,5.94,0.0
5.665,AWS::DynamoDB::Table,5.666,5.666,0.0
6.154,AWS::DynamoDB::Table,6.153,6.153,0.0
2.572,AWS::DynamoDB::Table,2.5719999999999996,2.5719999999999996,0.0
7.008,AWS::DynamoDB::Table,7.008,7.008,0.0
5.811,AWS::DynamoDB::Table,5.812,5.812,0.0
6.878,AWS::DynamoDB::Table,6.877,6.877,0.0
5.169,AWS::DynamoDB::Table,5.17,5.17,0.0
5.895,AWS::DynamoDB::Table,5.894,5.894,0.0
6.427,AWS::DynamoDB::Table,6.425999999999999,6.425999999999999,0.0
5.205,AWS::DynamoDB::Table,5.204000000000001,5.204000000000001,0.0
5.817,AWS::DynamoDB::Table,5.755999999999999,5.755999999999999,0.0
5.937,AWS::DynamoDB::Table,5.937999999999999,5.937999999999999,0.0
6.732,AWS::DynamoDB::Table,6.732999999999999,6.732999999999999,0.0
5.356,AWS::DynamoDB::Table,5.357,5.357,0.0
6.321,AWS::DynamoDB::Table,6.319999999999999,6.319999999999999,0.0
4.627,AWS::DynamoDB::Table,4.629,4.629,0.0
3.335,AWS::DynamoDB::Table,3.335,3.335,0.0
6.554,AWS::DynamoDB::Table,6.514,6.514,0.0
6.367,AWS::DynamoDB::Table,6.368,6.368,0.0
6.058,AWS::DynamoDB::Table,5.937,5.937,0.0
6.351,AWS::DynamoDB::Table,6.352,6.352,0.0
6.801,AWS::DynamoDB::Table,6.800000000000001,6.800000000000001,0.0
5.272,AWS::DynamoDB::Table,5.271,5.271,0.0
5.177,AWS::DynamoDB::Table,5.176,5.176,0.0
5.436,AWS::DynamoDB::Table,5.436999999999999,5.436999999999999,0.0
6.131,AWS::DynamoDB::Table,6.132000000000001,6.132000000000001,0.0
4.542,AWS::DynamoDB::Table,4.543,4.543,0.0
5.318,AWS::DynamoDB::Table,5.317,5.317,0.0
5.972,AWS::DynamoDB::Table,5.973,5.973,0.0
4.97,AWS::DynamoDB::Table,4.97,4.97,0.0
5.713,AWS::DynamoDB::Table,5.712,5.712,0.0
5.882,AWS::DynamoDB::Table,5.879999999999999,5.879999999999999,0.0
5.398,AWS::DynamoDB::Table,5.398,5.398,0.0
5.148,AWS::DynamoDB::Table,5.146999999999999,5.146999999999999,0.0
4.596,AWS::DynamoDB::Table,4.595,4.595,0.0
5.958,AWS::DynamoDB::Table,5.957,5.957,0.0
5.75,AWS::DynamoDB::Table,5.71,5.71,0.0
3.463,AWS::DynamoDB::Table,3.4640000000000004,3.4640000000000004,0.0
3.391,AWS::DynamoDB::Table,3.391,3.391,0.0
5.409,AWS::DynamoDB::Table,5.3759999999999994,5.3759999999999994,0.0
3.18,AWS::DynamoDB::Table,3.1799999999999997,3.1799999999999997,0.0
3.005,AWS::DynamoDB::Table,2.945,2.945,0.0
4.514,AWS::DynamoDB::Table,4.513,4.513,0.0
6.236,AWS::DynamoDB::Table,6.236,6.236,0.0
6.204,AWS::DynamoDB::Table,6.204,6.204,0.0
