TotalResponseTime,type,DurationTimeHist,ResponseTimeHist,InitCost
24.178,remote,12.636,12.636,0.0
2.014,remote,1.157,1.157,0.0
3.201,remote,1.935,1.935,0.0
31.094,remote,14.291,14.291,0.0
4.659,remote,3.9249999999999994,3.9249999999999994,0.0
39.368,remote,22.898999999999997,22.898999999999997,0.0
20.578,remote,8.757,8.757,0.0
22.831,remote,12.036999999999999,12.036999999999999,0.0
44.529,remote,26.421,26.421,0.0
4.497,remote,3.04,3.04,0.0
2.228,remote,1.571,1.571,0.0
44.616,remote,26.883999999999997,26.882999999999996,0.0010000000000012221
28.064,remote,13.168,13.168,0.0
4.912,remote,3.426,3.426,0.0
28.698,remote,19.036,19.036,0.0
2.16,remote,1.367,1.367,0.0
31.886,remote,18.980999999999998,18.980999999999998,0.0
3.674,remote,1.69,1.69,0.0
32.858,remote,19.982000000000003,19.982000000000003,0.0
28.827,remote,19.363999999999997,19.363999999999997,0.0
2.931,remote,2.734,2.734,0.0
30.461,remote,18.648000000000007,18.648000000000007,0.0
43.243,remote,25.475000000000005,25.475000000000005,0.0
30.048,remote,12.391,12.391,0.0
2.163,remote,1.068,1.068,0.0
32.93,remote,16.740000000000002,16.740000000000002,0.0
7.684,remote,3.86,3.86,0.0
38.746,remote,18.57,18.57,0.0
43.133,remote,28.517000000000003,28.517000000000003,0.0
2.864,remote,1.582,1.582,0.0
5.47,remote,3.515,3.515,0.0
31.53,remote,14.979999999999997,14.979999999999997,0.0
34.88,remote,14.477000000000004,14.477000000000004,0.0
7.018,remote,3.5749999999999997,3.5749999999999997,0.0
6.724,remote,3.734,3.734,0.0
4.544,remote,1.855,1.855,0.0
44.219,remote,29.461999999999996,29.461999999999996,0.0
47.179,remote,32.171,32.171,0.0
3.269,remote,1.874,1.874,0.0
5.378,remote,2.432,2.432,0.0
4.222,remote,1.504,1.504,0.0
3.911,remote,3.2520000000000002,3.2520000000000002,0.0
5.168,remote,4.184,4.184,0.0
36.366,remote,21.513000000000005,21.513000000000005,0.0
37.41,remote,24.519999999999996,24.519999999999996,0.0
33.693,remote,18.488999999999997,18.488999999999997,0.0
2.659,remote,1.548,1.548,0.0
1.478,remote,0.975,0.975,0.0
4.474,remote,3.437,3.437,0.0
30.496,remote,19.348,19.348,0.0
46.225,remote,31.82,31.82,0.0
28.819,remote,15.334999999999997,15.334999999999997,0.0
3.933,remote,2.008,2.008,0.0
34.574,remote,19.330999999999996,19.330999999999996,0.0
3.562,remote,2.066,2.066,0.0
26.219,remote,15.603999999999996,15.603999999999996,0.0
5.06,remote,3.470999999999999,3.470999999999999,0.0
29.306,remote,19.412,19.412,0.0
38.305,remote,21.643000000000008,21.643000000000008,0.0
3.781,remote,2.555,2.555,0.0
2.483,remote,1.529,1.529,0.0
33.782,remote,23.432000000000002,23.432000000000002,0.0
41.688,remote,31.706,31.706,0.0
7.154,remote,5.483999999999999,5.483999999999999,0.0
41.765,remote,30.066,30.066,0.0
25.041,remote,11.556,11.556,0.0
4.229,remote,2.513,2.513,0.0
3.908,remote,1.9780000000000002,1.9780000000000002,0.0
6.271,remote,4.274,4.274,0.0
41.101,remote,28.319000000000003,28.319000000000003,0.0
27.088,remote,18.133,18.133,0.0
44.833,remote,29.761,29.761,0.0
2.579,remote,1.146,1.146,0.0
