TotalResponseTime,type,DurationTimeHist,ResponseTimeHist,InitCost
0.242,remote,0.242,0.242,0.0
0.261,remote,0.261,0.261,0.0
0.26,remote,0.26,0.26,0.0
0.304,remote,0.304,0.304,0.0
0.258,remote,0.258,0.258,0.0
0.245,remote,0.245,0.245,0.0
0.265,remote,0.265,0.265,0.0
0.386,remote,0.386,0.386,0.0
0.337,remote,0.337,0.337,0.0
0.268,remote,0.268,0.268,0.0
0.243,remote,0.243,0.243,0.0
0.21,remote,0.21,0.21,0.0
0.352,remote,0.352,0.352,0.0
0.228,remote,0.228,0.228,0.0
0.261,remote,0.261,0.261,0.0
0.279,remote,0.279,0.279,0.0
0.334,remote,0.334,0.334,0.0
0.34,remote,0.34,0.34,0.0
0.227,remote,0.227,0.227,0.0
0.232,remote,0.232,0.232,0.0
0.246,remote,0.246,0.246,0.0
0.333,remote,0.333,0.333,0.0
0.271,remote,0.271,0.271,0.0
0.26,remote,0.26,0.26,0.0
0.273,remote,0.273,0.273,0.0
0.271,remote,0.271,0.271,0.0
0.259,remote,0.259,0.259,0.0
0.328,remote,0.328,0.328,0.0
0.319,remote,0.319,0.319,0.0
0.302,remote,0.302,0.302,0.0
0.257,remote,0.257,0.257,0.0
0.326,remote,0.326,0.326,0.0
0.308,remote,0.308,0.308,0.0
0.312,remote,0.312,0.312,0.0
0.256,remote,0.256,0.256,0.0
0.342,remote,0.342,0.342,0.0
0.266,remote,0.266,0.266,0.0
0.326,remote,0.326,0.326,0.0
0.216,remote,0.216,0.216,0.0
0.228,remote,0.228,0.228,0.0
0.35,remote,0.35,0.35,0.0
0.292,remote,0.292,0.292,0.0
0.329,remote,0.329,0.329,0.0
0.299,remote,0.299,0.299,0.0
0.278,remote,0.278,0.278,0.0
0.296,remote,0.296,0.296,0.0
0.267,remote,0.267,0.267,0.0
0.311,remote,0.311,0.311,0.0
0.276,remote,0.276,0.276,0.0
0.274,remote,0.274,0.274,0.0
0.244,remote,0.244,0.244,0.0
0.285,remote,0.285,0.285,0.0
0.295,remote,0.295,0.295,0.0
0.375,remote,0.375,0.375,0.0
0.274,remote,0.274,0.274,0.0
0.256,remote,0.256,0.256,0.0
0.242,remote,0.242,0.242,0.0
0.238,remote,0.238,0.238,0.0
0.294,remote,0.294,0.294,0.0
0.292,remote,0.292,0.292,0.0
0.288,remote,0.288,0.288,0.0
0.313,remote,0.313,0.313,0.0
0.245,remote,0.245,0.245,0.0
0.24,remote,0.24,0.24,0.0
0.331,remote,0.331,0.331,0.0
0.296,remote,0.296,0.296,0.0
0.223,remote,0.223,0.223,0.0
0.285,remote,0.285,0.285,0.0
0.245,remote,0.245,0.245,0.0
0.301,remote,0.301,0.301,0.0
0.26,remote,0.26,0.26,0.0
0.245,remote,0.245,0.245,0.0
0.285,remote,0.285,0.285,0.0
0.288,remote,0.288,0.288,0.0
0.297,remote,0.297,0.297,0.0
0.258,remote,0.258,0.258,0.0
0.292,remote,0.292,0.292,0.0
0.286,remote,0.286,0.286,0.0
0.349,remote,0.349,0.349,0.0
0.311,remote,0.311,0.311,0.0
0.268,remote,0.268,0.268,0.0
0.324,remote,0.324,0.324,0.0
0.278,remote,0.278,0.278,0.0
0.229,remote,0.229,0.229,0.0
0.308,remote,0.308,0.308,0.0
0.294,remote,0.294,0.294,0.0
0.28,remote,0.28,0.28,0.0
0.252,remote,0.252,0.252,0.0
0.37,remote,0.37,0.37,0.0
0.285,remote,0.285,0.285,0.0
0.241,remote,0.241,0.241,0.0
0.283,remote,0.283,0.283,0.0
0.368,remote,0.368,0.368,0.0
0.298,remote,0.298,0.298,0.0
0.278,remote,0.278,0.278,0.0
0.302,remote,0.302,0.302,0.0
0.229,remote,0.229,0.229,0.0
0.324,remote,0.324,0.324,0.0
0.286,remote,0.286,0.286,0.0
0.219,remote,0.219,0.219,0.0
0.286,remote,0.286,0.286,0.0
0.251,remote,0.251,0.251,0.0
0.223,remote,0.223,0.223,0.0
0.274,remote,0.274,0.274,0.0
