TotalResponseTime,type,DurationTimeHist,ResponseTimeHist,InitCost
0.19,remote,0.19,0.19,0.0
0.201,remote,0.201,0.201,0.0
0.186,remote,0.186,0.186,0.0
0.34,remote,0.34,0.34,0.0
0.311,remote,0.311,0.311,0.0
0.287,remote,0.287,0.287,0.0
0.259,remote,0.259,0.259,0.0
0.209,remote,0.209,0.209,0.0
0.18,remote,0.18,0.18,0.0
0.349,remote,0.349,0.349,0.0
0.278,remote,0.278,0.278,0.0
0.305,remote,0.305,0.305,0.0
0.248,remote,0.248,0.248,0.0
0.206,remote,0.206,0.206,0.0
0.279,remote,0.279,0.279,0.0
0.253,remote,0.253,0.253,0.0
0.286,remote,0.286,0.286,0.0
0.286,remote,0.286,0.286,0.0
0.272,remote,0.272,0.272,0.0
0.289,remote,0.289,0.289,0.0
0.233,remote,0.233,0.233,0.0
0.241,remote,0.241,0.241,0.0
0.18,remote,0.18,0.18,0.0
0.23,remote,0.23,0.23,0.0
0.24,remote,0.24,0.24,0.0
0.218,remote,0.218,0.218,0.0
0.285,remote,0.285,0.285,0.0
0.299,remote,0.299,0.299,0.0
0.306,remote,0.306,0.306,0.0
0.305,remote,0.305,0.305,0.0
0.239,remote,0.239,0.239,0.0
0.302,remote,0.302,0.302,0.0
0.224,remote,0.224,0.224,0.0
0.242,remote,0.242,0.242,0.0
0.269,remote,0.269,0.269,0.0
0.258,remote,0.258,0.258,0.0
0.257,remote,0.257,0.257,0.0
0.282,remote,0.282,0.282,0.0
0.325,remote,0.325,0.325,0.0
0.328,remote,0.328,0.328,0.0
0.243,remote,0.243,0.243,0.0
0.201,remote,0.201,0.201,0.0
0.278,remote,0.278,0.278,0.0
0.245,remote,0.245,0.245,0.0
0.221,remote,0.221,0.221,0.0
0.225,remote,0.225,0.225,0.0
0.21,remote,0.21,0.21,0.0
0.22,remote,0.22,0.22,0.0
0.482,remote,0.482,0.482,0.0
0.262,remote,0.262,0.262,0.0
0.357,remote,0.357,0.357,0.0
0.219,remote,0.219,0.219,0.0
0.243,remote,0.243,0.243,0.0
0.26,remote,0.26,0.26,0.0
0.246,remote,0.246,0.246,0.0
0.296,remote,0.296,0.296,0.0
0.261,remote,0.261,0.261,0.0
0.275,remote,0.275,0.275,0.0
0.3,remote,0.3,0.3,0.0
0.316,remote,0.316,0.316,0.0
